Address,Lat,Long,PermitNo,Description,Link,Issued
120-122 Little Lonsdale Street MELBOURNE VIC 3000,-37.809275,144.968172,TP-2014-12,"Partial demolition existing building in a Heritage Overlay, buildings and works to allow for new apartments and commercial building",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=206738,No
The Primrose Potter Australian Ballet Centre 2-6 Kavanagh Street SOUTHBANK VIC 3006,-37.8226837,144.9669209,TP-2014-11,Partial demolition works to ground floor entry,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=206679,Yes
455-467 Cardigan Street CARLTON VIC 3053,-37.7945206,144.9664013,TPM-2014-1,Development of the land for two multi-level apartment buildingsand five townhouses over shared basement car parking. DTPLI 13/009874,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=206648,No
113-149 Exhibition Street MELBOURNE VIC 3000,-37.8107548,144.970055,TP-2014-10,Display of business identification signage,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=206668,Yes
49-51 Peel Street WEST MELBOURNE VIC 3003,-37.8069742,144.9556683,TP-2014-6,Construction and display of a business identification sign,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=206609,Yes
145-147 Rosslyn Street WEST MELBOURNE VIC 3003,-37.8089124,144.9499387,TP-2014-7,Construction of a 6-storey apartment building and partial reduction in the carparking requirements,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=206615,Yes
313-327 Arden Street KENSINGTON VIC 3031,-37.7991161,144.9335454,TP-2014-8,Construction of a carport and fence area outside the existing building,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=206619,Yes
101 Wellington Parade South JOLIMONT VIC 3002,-37.8165335,144.9840071,TP-2015-480,Re-align a dividing boundary between lot 1 and lot 101 on PS521541J,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=234821,No
106 Newquay Promenade DOCKLANDS VIC 3008,-37.8154392,144.9405787,TP-2015-481,2 Lot subdivision of PS527877Q,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=234825,No
18-20 Steel Street NORTH MELBOURNE VIC 3051,-37.795875,144.938129,TP-2015-482,Change of use to a Mortuary Holding Facility,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=234845,No
164-166 Gatehouse Street PARKVILLE VIC 3052,-37.7928077,144.956447,TP-2015-476,"Partial demolition and construction of alterations and additions to existing dwelling, including construction of a swimming pool",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=234768,No
11 David Street CARLTON VIC 3053,-37.797063,144.971775,TP-2015-477,Alterations and additions to the dwelling including partial demolition,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=234773,No
39-43 Bourke Street MELBOURNE VIC 3000,-37.811949,144.972,TP-2015-478,Installation of an external lightbox bearing cafe's trading name.,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=234806,No
32 Smith Street KENSINGTON VIC 3031,-37.791754,144.93306,TP-2015-479,Alterations and additions to the dwelling,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=234807,No
1 Eastwood Street KENSINGTON VIC 3031,-37.788656,144.929855,TP-2015-475,3 Lot Subdivision of PS737293W,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=234301,No
168-174 Elgin Street CARLTON VIC 3053,-37.797089,144.968779,TP-2015-472,Alterations and works to existing business identification signs and cantilevered lightbox,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=234688,No
527-555 Bourke Street MELBOURNE VIC 3000,-37.8161572,144.9572088,TP-2015-473,Part demolition and construction of alterations to the existing building and the construction and display of business identification and electronic promotion signs,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=234690,No
178-190 Little Bourke Street MELBOURNE VIC 3000,-37.811868,144.966942,TP-2014-509,Installation of blade signage on the external wall. Replacement of existing awning signage.,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=76755,Yes
219-225 Bourke Street MELBOURNE VIC 3000,-37.813426,144.96708,TP-2014-510,"Removal of existing signs and entry doors, external alterations and the construction and display of internally illuminated business identification signs",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=76756,Yes
27 Hopetoun Street KENSINGTON VIC 3031,-37.792213,144.926573,TP-2014-511,buildings and works to enclose half of the existing double garage,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=76763,Yes
440 Victoria Street NORTH MELBOURNE VIC 3051,-37.805081,144.951571,TP-2014-505,"Buildings and works, including partial demolition of the existing building, to construct four dwellings",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=76746,No
EAST MELBOURNE,-37.811291,144.985916,TP-2014-506,Roadworks: alterations to existing kerb and channel and removal of footpaths on the median,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=76750,Yes
EAST MELBOURNE,-37.811291,144.985916,TP-2014-507,Roadworks: alterations to existing kerb and channel and removal of footpaths on the median,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=76751,Yes
11 Lygon Street CARLTON VIC 3053,-37.8064857,144.9658599,TP-2014-508,"Use of the site for a restricted place of assembly (Student Support Facility), partial demolition and construction of alterations and additions, a reduction in the standard car parking requirements and erection of advertising signage",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=76752,No
39 Henry Street KENSINGTON VIC 3031,-37.7953921,144.9274158,TP-2014-501,"Replace rear part of slate roof with corrugated iron, paint exterior and installation of security door",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=215498,Yes
92-102 Hawke Street WEST MELBOURNE VIC 3003,-37.8086665,144.9451344,TP-2014-502,Creation of carriageway easement,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=215507,Yes
45-49 Bourke Street MELBOURNE VIC 3000,-37.811975,144.971902,TP-2014-503,"Demolition of existing building and construction of a 17 storey building, consisting of 5 levels of commercial & 12 levels of residential.",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=215540,No
43 Village Street DOCKLANDS VIC 3008,-37.8180631,144.9525797,TP-2012-787/A,"Amendment to Conditions 1(g), 4, 5, 6 & 20",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=205110,No
323-331 La Trobe Street MELBOURNE VIC 3000,-37.811025,144.959795,TP-2013-990,Display of temporary signage publicising the sale of apartments on the land,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=205138,Yes
699 Bourke Street DOCKLANDS VIC 3008,-37.819541,144.944058,TP-2013-991,Temporary hoarding signage,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=205143,Yes
36-38 Cook Street FISHERMANS BEND VIC 3207,-37.8289097,144.9183509,TP-2013-992,Buildings and works including the construction of two warehouses and one storage facility with associated loading bays and car parking and creating access to a Road Zone Category 1,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=205149,Yes
79 Princes Street CARLTON VIC 3053,-37.7929805,144.9728657,TP-2013-993,Replace existing slate roof with colorbond,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=205171,Yes
Malthouse Plaza 101-111 Sturt Street SOUTHBANK VIC 3006,-37.826547,144.967189,TP-2013-987,Use of the land for a Market,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=205047,No
Triptych Apartments 8-10 Kavanagh Street SOUTHBANK VIC 3006,-37.8226145,144.9665785,TP-2013-988,Erect and display business identification signage,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=205049,Yes
Richmond Rowing Club Yarra Boathouses Boathouse Drive MELBOURNE VIC 3004,-37.8200777,144.9732339,TP-2008-468/A,"Timber batten pergola replaced with steel framed pergola with metal sheeting sunshade canopy;  Stair 1 external wall to be clad in Designer Blockwork in lieu of timber cladding (East Elevation);  Glass balustrade replaced with stainless steel wire blaustrade;  South Elevation, window reduced, timber cladding reduced and replaced with painted cement shee/concrete panel",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=205054,No
2 Riverside Quay SOUTHBANK VIC 3006,-37.821321,144.963326,TP-2013-989,Partial demoliton and buildings and works to construct a new entranceway,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=205057,Yes
162-174 Rosslyn Street WEST MELBOURNE VIC 3003,-37.8094471,144.948797,TP-2013-981,102 Lot Subdivision of PS709106H,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=204923,Yes
295-305 King Street MELBOURNE VIC 3000,-37.813407,144.953951,TPM-2014-44,Proposed new tower development,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=223304,No
84 Palmerston Street CARLTON VIC 3053,-37.796221,144.972195,TP-2014-981,Replacement of a front fence,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=223305,Yes
50-60 Lloyd Street KENSINGTON VIC 3031,-37.7999654,144.9340093,TP-2014-982,Use of the land for the purpose of animal boarding (cattery),http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=223306,No
539-555 Swanston Street CARLTON VIC 3053,-37.8054086,144.9630268,TP-2014-983,Proposed use of 24 hour gym,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=223308,No
20-26 Queen Street MELBOURNE VIC 3000,-37.8181896,144.9624628,TP-2013-984/A,"Proposed revised wall panel treatment, deleted proposed street art, deleted light box sign",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=223311,Yes
18 Lothian Street NORTH MELBOURNE VIC 3051,-37.803433,144.944657,TP-2014-984,Construction of external roller shutters to the first and sectond floor windows,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=223327,Yes
103 Park Drive PARKVILLE VIC 3052,-37.795121,144.954542,TP-2014-985,Proposed demolition of fence and replacement with new fence,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=223329,No
360-374 Collins Street MELBOURNE VIC 3000,-37.816305,144.962242,TP-2014-986,"Partial demolition and construction of buildings and works including redevelopment of Collins Street facade, multi storey expansion and refurbishment of plaza",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=223343,Yes
19 Collett Street KENSINGTON VIC 3031,-37.789414,144.933872,TP-2014-987,"External painting, removal of existing front fence and construction of new front fence",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=223355,Yes
488-494 La Trobe Street WEST MELBOURNE VIC 3003,-37.812504,144.952413,TP-2014-988,Demolition of existing building and buildings and works  to construct a multi storey residential development containing 247 dwellings and a reduction in the car parking and bicycle facilities requirements,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=223372,No
618-630 Elizabeth Street MELBOURNE VIC 3000,-37.803672,144.958905,TP-2013-864,"Use part of the building as an office and reduction in the car parking rate, construction of buildings and works for a new entrance point and construction and display of buisiness identification and promotional signs",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=203390,Yes
93-101 Spring Street MELBOURNE VIC 3000,-37.8120368,144.9732715,TP-2013-865,Facade alterations to an existing building at Level 25 (associated with the use of this level as a dwelling),http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=203391,No
51 Chapman Street NORTH MELBOURNE VIC 3051,-37.796939,144.948641,TP-2013-866,Buildings and works for the construction of a fence including part demolition and external painting of the dwelling,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=203416,Yes
613-649 Lonsdale Street MELBOURNE VIC 3000,-37.8150501,144.9528969,TP-2013-867,Stage 3 of subdivision of PS633275D being tower 2 and podium precint beneath the upper west side,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=203439,Yes
122 Russell Street MELBOURNE VIC 3000,-37.813424,144.968711,TP-2013-868,Construction of buildings and works to an existing shopfront,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=203455,Yes
